,agent_activation_regime,influence_error_distribution,influence_model,network_structure_model,population_size
1369,random,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",100
1370,random,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",1000
1371,random,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",10000
1372,random,"N(0, 0.05)",standard_model,"scale_free(N, 1)",100
1373,random,"N(0, 0.05)",standard_model,"scale_free(N, 1)",1000
1374,random,"N(0, 0.05)",standard_model,"scale_free(N, 1)",10000
1375,random,"N(0, 0.05)",standard_model,"scale_free(N, 3)",100
1376,random,"N(0, 0.05)",standard_model,"scale_free(N, 3)",1000
1377,random,"N(0, 0.05)",standard_model,"scale_free(N, 3)",10000
1378,random,"N(0, 0.05)",standard_model,"scale_free(N, 5)",100
1379,random,"N(0, 0.05)",standard_model,"scale_free(N, 5)",1000
1380,random,"N(0, 0.05)",standard_model,"scale_free(N, 5)",10000
1381,random,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),100
1382,random,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),1000
1383,random,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),10000
1384,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",100
1385,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",1000
1386,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",10000
1387,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",100
1388,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",1000
1389,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",10000
1390,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 3)",100
1391,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 3)",1000
1392,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 3)",10000
1393,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 10)",100
1394,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 10)",1000
1395,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.33, 10)",10000
1396,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",100
1397,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",1000
1398,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",10000
1399,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",100
1400,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",1000
1401,random,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",10000
1402,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",100
1403,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",1000
1404,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",10000
1405,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 3)",100
1406,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 3)",1000
1407,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 3)",10000
1408,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",100
1409,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",1000
1410,random,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",10000
1411,random,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),100
1412,random,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),1000
1413,random,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),10000
1414,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",100
1415,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
1416,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",10000
1417,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",100
1418,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
1419,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",10000
1420,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 3)",100
1421,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 3)",1000
1422,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 3)",10000
1423,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 10)",100
1424,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 10)",1000
1425,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.33, 10)",10000
1426,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",100
1427,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
1428,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",10000
1429,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",100
1430,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
1431,random,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",10000
1432,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",100
1433,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",1000
1434,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",10000
1435,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 3)",100
1436,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 3)",1000
1437,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 3)",10000
1438,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",100
1439,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",1000
1440,random,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",10000
1441,random,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),100
1442,random,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),1000
1443,random,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),10000
1444,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",100
1445,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",1000
1446,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",10000
1447,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",100
1448,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",1000
1449,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",10000
1450,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 3)",100
1451,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 3)",1000
1452,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 3)",10000
1453,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 10)",100
1454,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 10)",1000
1455,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.33, 10)",10000
1456,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",100
1457,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",1000
1458,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",10000
1459,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",100
1460,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",1000
1461,random,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",10000
1462,random,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",100
1463,random,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",1000
1464,random,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",10000
1465,random,"N(0, 0.05)",random_adoption,"scale_free(N, 3)",100
1466,random,"N(0, 0.05)",random_adoption,"scale_free(N, 3)",1000
1467,random,"N(0, 0.05)",random_adoption,"scale_free(N, 3)",10000
1468,random,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",100
1469,random,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",1000
1470,random,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",10000
1471,random,"N(0, 0.05)",nonlinear,erdos_renyi_random(N),100
1472,random,"N(0, 0.05)",nonlinear,erdos_renyi_random(N),1000
1473,random,"N(0, 0.05)",nonlinear,erdos_renyi_random(N),10000
1474,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 3)",100
1475,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 3)",1000
1476,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 3)",10000
1477,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 10)",100
1478,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 10)",1000
1479,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.0, 10)",10000
1480,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 3)",100
1481,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 3)",1000
1482,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 3)",10000
1483,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 10)",100
1484,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 10)",1000
1485,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.33, 10)",10000
1486,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 3)",100
1487,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 3)",1000
1488,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 3)",10000
1489,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 10)",100
1490,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 10)",1000
1491,random,"N(0, 0.05)",nonlinear,"small_world(N, 0.66, 10)",10000
1492,random,"N(0, 0.05)",nonlinear,"scale_free(N, 1)",100
1493,random,"N(0, 0.05)",nonlinear,"scale_free(N, 1)",1000
1494,random,"N(0, 0.05)",nonlinear,"scale_free(N, 1)",10000
1495,random,"N(0, 0.05)",nonlinear,"scale_free(N, 3)",100
1496,random,"N(0, 0.05)",nonlinear,"scale_free(N, 3)",1000
1497,random,"N(0, 0.05)",nonlinear,"scale_free(N, 3)",10000
1498,random,"N(0, 0.05)",nonlinear,"scale_free(N, 5)",100
1499,random,"N(0, 0.05)",nonlinear,"scale_free(N, 5)",1000
1500,random,"N(0, 0.05)",nonlinear,"scale_free(N, 5)",10000
1501,random,"N(0, 0.1)",standard_model,erdos_renyi_random(N),100
1502,random,"N(0, 0.1)",standard_model,erdos_renyi_random(N),1000
1503,random,"N(0, 0.1)",standard_model,erdos_renyi_random(N),10000
1504,random,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",100
1505,random,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",1000
1506,random,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",10000
1507,random,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",100
1508,random,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",1000
1509,random,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",10000
1510,random,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 3)",100
1511,random,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 3)",1000
1512,random,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 3)",10000
1513,random,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 10)",100
1514,random,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 10)",1000
1515,random,"N(0, 0.1)",standard_model,"small_world(N, 0.33, 10)",10000
1516,random,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",100
1517,random,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",1000
1518,random,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",10000
1519,random,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",100
1520,random,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",1000
1521,random,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",10000
1522,random,"N(0, 0.1)",standard_model,"scale_free(N, 1)",100
1523,random,"N(0, 0.1)",standard_model,"scale_free(N, 1)",1000
1524,random,"N(0, 0.1)",standard_model,"scale_free(N, 1)",10000
1525,random,"N(0, 0.1)",standard_model,"scale_free(N, 3)",100
1526,random,"N(0, 0.1)",standard_model,"scale_free(N, 3)",1000
1527,random,"N(0, 0.1)",standard_model,"scale_free(N, 3)",10000
1528,random,"N(0, 0.1)",standard_model,"scale_free(N, 5)",100
1529,random,"N(0, 0.1)",standard_model,"scale_free(N, 5)",1000
1530,random,"N(0, 0.1)",standard_model,"scale_free(N, 5)",10000
1531,random,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),100
1532,random,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),1000
1533,random,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),10000
1534,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",100
1535,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",1000
1536,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",10000
1537,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",100
1538,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",1000
1539,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",10000
1540,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 3)",100
1541,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 3)",1000
1542,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 3)",10000
1543,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 10)",100
1544,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 10)",1000
1545,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.33, 10)",10000
1546,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",100
1547,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",1000
1548,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",10000
1549,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",100
1550,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",1000
1551,random,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",10000
1552,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",100
1553,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",1000
1554,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",10000
1555,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 3)",100
1556,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 3)",1000
1557,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 3)",10000
1558,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",100
1559,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",1000
1560,random,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",10000
1561,random,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),100
1562,random,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),1000
1563,random,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),10000
1564,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",100
1565,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
1566,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",10000
1567,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",100
1568,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
1569,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",10000
1570,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 3)",100
1571,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 3)",1000
1572,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 3)",10000
1573,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 10)",100
1574,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 10)",1000
1575,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.33, 10)",10000
1576,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",100
1577,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
1578,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",10000
1579,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",100
1580,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
1581,random,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",10000
1582,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",100
1583,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",1000
1584,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",10000
1585,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 3)",100
1586,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 3)",1000
1587,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 3)",10000
1588,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",100
1589,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",1000
1590,random,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",10000
1591,random,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),100
1592,random,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),1000
1593,random,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),10000
1594,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",100
1595,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",1000
1596,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",10000
1597,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",100
1598,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",1000
1599,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",10000
1600,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 3)",100
1601,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 3)",1000
1602,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 3)",10000
1603,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 10)",100
1604,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 10)",1000
1605,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.33, 10)",10000
1606,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",100
1607,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",1000
1608,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",10000
1609,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",100
1610,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",1000
1611,random,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",10000
1612,random,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",100
1613,random,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",1000
1614,random,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",10000
1615,random,"N(0, 0.1)",random_adoption,"scale_free(N, 3)",100
1616,random,"N(0, 0.1)",random_adoption,"scale_free(N, 3)",1000
1617,random,"N(0, 0.1)",random_adoption,"scale_free(N, 3)",10000
1618,random,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",100
1619,random,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",1000
1620,random,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",10000
1621,random,"N(0, 0.1)",nonlinear,erdos_renyi_random(N),100
1622,random,"N(0, 0.1)",nonlinear,erdos_renyi_random(N),1000
1623,random,"N(0, 0.1)",nonlinear,erdos_renyi_random(N),10000
1624,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 3)",100
1625,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 3)",1000
1626,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 3)",10000
1627,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 10)",100
1628,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 10)",1000
1629,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.0, 10)",10000
1630,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 3)",100
1631,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 3)",1000
1632,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 3)",10000
1633,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 10)",100
1634,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 10)",1000
1635,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.33, 10)",10000
1636,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 3)",100
1637,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 3)",1000
1638,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 3)",10000
1639,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 10)",100
1640,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 10)",1000
1641,random,"N(0, 0.1)",nonlinear,"small_world(N, 0.66, 10)",10000
1642,random,"N(0, 0.1)",nonlinear,"scale_free(N, 1)",100
1643,random,"N(0, 0.1)",nonlinear,"scale_free(N, 1)",1000
1644,random,"N(0, 0.1)",nonlinear,"scale_free(N, 1)",10000
1645,random,"N(0, 0.1)",nonlinear,"scale_free(N, 3)",100
1646,random,"N(0, 0.1)",nonlinear,"scale_free(N, 3)",1000
1647,random,"N(0, 0.1)",nonlinear,"scale_free(N, 3)",10000
1648,random,"N(0, 0.1)",nonlinear,"scale_free(N, 5)",100
1649,random,"N(0, 0.1)",nonlinear,"scale_free(N, 5)",1000
1650,random,"N(0, 0.1)",nonlinear,"scale_free(N, 5)",10000
1651,random,"N(0, 0.2)",standard_model,erdos_renyi_random(N),100
1652,random,"N(0, 0.2)",standard_model,erdos_renyi_random(N),1000
1653,random,"N(0, 0.2)",standard_model,erdos_renyi_random(N),10000
1654,random,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 3)",100
1655,random,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 3)",1000
1656,random,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 3)",10000
1657,random,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 10)",100
1658,random,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 10)",1000
1659,random,"N(0, 0.2)",standard_model,"small_world(N, 0.0, 10)",10000
1660,random,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 3)",100
1661,random,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 3)",1000
1662,random,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 3)",10000
1663,random,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 10)",100
1664,random,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 10)",1000
1665,random,"N(0, 0.2)",standard_model,"small_world(N, 0.33, 10)",10000
1666,random,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 3)",100
1667,random,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 3)",1000
1668,random,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 3)",10000
1669,random,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 10)",100
1670,random,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 10)",1000
1671,random,"N(0, 0.2)",standard_model,"small_world(N, 0.66, 10)",10000
1672,random,"N(0, 0.2)",standard_model,"scale_free(N, 1)",100
1673,random,"N(0, 0.2)",standard_model,"scale_free(N, 1)",1000
1674,random,"N(0, 0.2)",standard_model,"scale_free(N, 1)",10000
1675,random,"N(0, 0.2)",standard_model,"scale_free(N, 3)",100
1676,random,"N(0, 0.2)",standard_model,"scale_free(N, 3)",1000
1677,random,"N(0, 0.2)",standard_model,"scale_free(N, 3)",10000
1678,random,"N(0, 0.2)",standard_model,"scale_free(N, 5)",100
1679,random,"N(0, 0.2)",standard_model,"scale_free(N, 5)",1000
1680,random,"N(0, 0.2)",standard_model,"scale_free(N, 5)",10000
1681,random,"N(0, 0.2)",similarity_bias,erdos_renyi_random(N),100
1682,random,"N(0, 0.2)",similarity_bias,erdos_renyi_random(N),1000
1683,random,"N(0, 0.2)",similarity_bias,erdos_renyi_random(N),10000
1684,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 3)",100
1685,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 3)",1000
1686,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 3)",10000
1687,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 10)",100
1688,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 10)",1000
1689,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.0, 10)",10000
1690,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 3)",100
1691,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 3)",1000
1692,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 3)",10000
1693,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 10)",100
1694,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 10)",1000
1695,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.33, 10)",10000
1696,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 3)",100
1697,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 3)",1000
1698,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 3)",10000
1699,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 10)",100
1700,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 10)",1000
1701,random,"N(0, 0.2)",similarity_bias,"small_world(N, 0.66, 10)",10000
1702,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 1)",100
1703,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 1)",1000
1704,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 1)",10000
1705,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 3)",100
1706,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 3)",1000
1707,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 3)",10000
1708,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 5)",100
1709,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 5)",1000
1710,random,"N(0, 0.2)",similarity_bias,"scale_free(N, 5)",10000
1711,random,"N(0, 0.2)",attractive_repulsive,erdos_renyi_random(N),100
1712,random,"N(0, 0.2)",attractive_repulsive,erdos_renyi_random(N),1000
1713,random,"N(0, 0.2)",attractive_repulsive,erdos_renyi_random(N),10000
1714,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 3)",100
1715,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
1716,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 3)",10000
1717,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 10)",100
1718,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
1719,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.0, 10)",10000
